Year,Provinces,Emissions,Sectors
2017,Nunavut,0.0,Soft drink and ice manufacturing
2018,Nunavut,0.0,Soft drink and ice manufacturing
2013,Nunavut,0.0,Breweries
2014,Nunavut,0.0,Breweries
2015,Nunavut,0.0,Breweries
2016,Nunavut,0.0,Breweries
2017,Nunavut,0.0,Breweries
2019,Nunavut,0.0,Breweries
2020,Nunavut,0.0,Breweries
2021,Nunavut,0.0,Breweries
2022,Nunavut,0.0,Breweries
2023,Nunavut,0.0,Breweries
2013,Nunavut,0.0,Wineries and distilleries
2014,Nunavut,0.0,Wineries and distilleries
2015,Nunavut,0.0,Wineries and distilleries
2016,Nunavut,0.0,Wineries and distilleries
2017,Nunavut,0.0,Wineries and distilleries
2018,Nunavut,0.0,Wineries and distilleries
2013,Nunavut,0.0,Tobacco manufacturing
2014,Nunavut,0.0,Tobacco manufacturing
2015,Nunavut,0.0,Tobacco manufacturing
2016,Nunavut,0.0,Tobacco manufacturing
2017,Nunavut,0.0,Tobacco manufacturing
2018,Nunavut,0.0,Tobacco manufacturing
2019,Nunavut,0.0,Tobacco manufacturing
2020,Nunavut,0.0,Tobacco manufacturing
2021,Nunavut,0.0,Tobacco manufacturing
2022,Nunavut,0.0,Tobacco and cannabis product manufacturing
2023,Nunavut,0.0,Tobacco and cannabis product manufacturing
2013,Nunavut,0.0,Textile and textile product mills
2015,Nunavut,0.0,Textile and textile product mills
2016,Nunavut,0.0,Textile and textile product mills
2017,Nunavut,0.0,Textile and textile product mills
2018,Nunavut,0.0,Textile and textile product mills
2013,Nunavut,0.0,Wood product manufacturing
2014,Nunavut,0.0,Wood product manufacturing
2015,Nunavut,0.0,Wood product manufacturing
2016,Nunavut,0.0,Wood product manufacturing
2017,Nunavut,0.0,Wood product manufacturing
2018,Nunavut,0.0,Wood product manufacturing
2013,Nunavut,0.0,"Pulp, paper and paperboard mills"
2014,Nunavut,0.0,"Pulp, paper and paperboard mills"
2015,Nunavut,0.0,"Pulp, paper and paperboard mills"
2016,Nunavut,0.0,"Pulp, paper and paperboard mills"
2017,Nunavut,0.0,"Pulp, paper and paperboard mills"
2018,Nunavut,0.0,"Pulp, paper and paperboard mills"
2013,Nunavut,0.0,Converted paper product manufacturing
2014,Nunavut,0.0,Converted paper product manufacturing
2015,Nunavut,0.0,Converted paper product manufacturing
2016,Nunavut,0.0,Converted paper product manufacturing
2017,Nunavut,0.0,Converted paper product manufacturing
2018,Nunavut,0.0,Converted paper product manufacturing
2015,Nunavut,0.0,Printing and related support activities
2016,Nunavut,0.0,Printing and related support activities
2017,Nunavut,0.0,Printing and related support activities
2018,Nunavut,0.0,Printing and related support activities
2013,Nunavut,0.0,Petroleum and coal product manufacturing
2014,Nunavut,0.0,Petroleum and coal product manufacturing
2015,Nunavut,0.0,Petroleum and coal product manufacturing
2016,Nunavut,0.0,Petroleum and coal product manufacturing
2017,Nunavut,0.0,Petroleum and coal product manufacturing
2018,Nunavut,0.0,Petroleum and coal product manufacturing
2013,Nunavut,0.0,Basic chemical manufacturing
2014,Nunavut,0.0,Basic chemical manufacturing
2015,Nunavut,0.0,Basic chemical manufacturing
2016,Nunavut,0.0,Basic chemical manufacturing
2017,Nunavut,0.0,Basic chemical manufacturing
2018,Nunavut,0.0,Basic chemical manufacturing
2013,Nunavut,0.0,Pharmaceutical and medicine manufacturing
2014,Nunavut,0.0,Pharmaceutical and medicine manufacturing
2015,Nunavut,0.0,Pharmaceutical and medicine manufacturing
2016,Nunavut,0.0,Pharmaceutical and medicine manufacturing
2017,Nunavut,0.0,Pharmaceutical and medicine manufacturing
2018,Nunavut,0.0,Pharmaceutical and medicine manufacturing
2019,Nunavut,0.0,Pharmaceutical and medicine manufacturing
2020,Nunavut,0.0,Pharmaceutical and medicine manufacturing
2021,Nunavut,0.0,Pharmaceutical and medicine manufacturing
2022,Nunavut,0.0,Pharmaceutical and medicine manufacturing
2023,Nunavut,0.0,Pharmaceutical and medicine manufacturing
2015,Nunavut,1.0,Miscellaneous chemical product manufacturing
2016,Nunavut,1.0,Miscellaneous chemical product manufacturing
2017,Nunavut,1.0,Miscellaneous chemical product manufacturing
2018,Nunavut,1.0,Miscellaneous chemical product manufacturing
2019,Nunavut,1.0,Miscellaneous chemical product manufacturing
2020,Nunavut,1.0,Miscellaneous chemical product manufacturing
2021,Nunavut,1.0,Miscellaneous chemical product manufacturing
2013,Nunavut,0.0,Plastic product manufacturing
2014,Nunavut,0.0,Plastic product manufacturing
2015,Nunavut,0.0,Plastic product manufacturing
2016,Nunavut,0.0,Plastic product manufacturing
2017,Nunavut,0.0,Plastic product manufacturing
2018,Nunavut,0.0,Plastic product manufacturing
2013,Nunavut,0.0,Rubber product manufacturing
2014,Nunavut,0.0,Rubber product manufacturing
2015,Nunavut,0.0,Rubber product manufacturing
2016,Nunavut,0.0,Rubber product manufacturing
2017,Nunavut,0.0,Rubber product manufacturing
2018,Nunavut,0.0,Rubber product manufacturing
2013,Nunavut,0.0,Non-metallic mineral product manufacturing (except cement and concrete products)
2014,Nunavut,0.0,Non-metallic mineral product manufacturing (except cement and concrete products)
2015,Nunavut,0.0,Non-metallic mineral product manufacturing (except cement and concrete products)
2016,Nunavut,0.0,Non-metallic mineral product manufacturing (except cement and concrete products)
2017,Nunavut,0.0,Non-metallic mineral product manufacturing (except cement and concrete products)
2018,Nunavut,0.0,Non-metallic mineral product manufacturing (except cement and concrete products)
2013,Nunavut,0.0,Cement and concrete product manufacturing
2014,Nunavut,0.0,Cement and concrete product manufacturing
2015,Nunavut,0.0,Cement and concrete product manufacturing
2016,Nunavut,0.0,Cement and concrete product manufacturing
2017,Nunavut,0.0,Cement and concrete product manufacturing
2018,Nunavut,0.0,Cement and concrete product manufacturing
2013,Nunavut,0.0,Primary metal manufacturing
2014,Nunavut,0.0,Primary metal manufacturing
2015,Nunavut,0.0,Primary metal manufacturing
2016,Nunavut,0.0,Primary metal manufacturing
2017,Nunavut,0.0,Primary metal manufacturing
2018,Nunavut,0.0,Primary metal manufacturing
2013,Nunavut,0.0,Fabricated metal product manufacturing
2014,Nunavut,0.0,Fabricated metal product manufacturing
2015,Nunavut,0.0,Fabricated metal product manufacturing
2016,Nunavut,0.0,Fabricated metal product manufacturing
2017,Nunavut,0.0,Fabricated metal product manufacturing
2018,Nunavut,0.0,Fabricated metal product manufacturing
2013,Nunavut,0.0,Machinery manufacturing
2014,Nunavut,0.0,Machinery manufacturing
2015,Nunavut,0.0,Machinery manufacturing
2016,Nunavut,0.0,Machinery manufacturing
2017,Nunavut,0.0,Machinery manufacturing
2018,Nunavut,0.0,Machinery manufacturing
2013,Nunavut,0.0,Computer and peripheral equipment manufacturing
2014,Nunavut,0.0,Computer and peripheral equipment manufacturing
2015,Nunavut,0.0,Computer and peripheral equipment manufacturing
2016,Nunavut,0.0,Computer and peripheral equipment manufacturing
2017,Nunavut,0.0,Computer and peripheral equipment manufacturing
2018,Nunavut,0.0,Computer and peripheral equipment manufacturing
2013,Nunavut,0.0,Electronic product manufacturing
2014,Nunavut,0.0,Electronic product manufacturing
2015,Nunavut,0.0,Electronic product manufacturing
2016,Nunavut,0.0,Electronic product manufacturing
2017,Nunavut,0.0,Electronic product manufacturing
2018,Nunavut,0.0,Electronic product manufacturing
2013,Nunavut,0.0,Electrical  equipment and component manufacturing
2014,Nunavut,0.0,Electrical  equipment and component manufacturing
2015,Nunavut,0.0,Electrical  equipment and component manufacturing
2016,Nunavut,0.0,Electrical  equipment and component manufacturing
2017,Nunavut,0.0,Electrical  equipment and component manufacturing
2018,Nunavut,0.0,Electrical  equipment and component manufacturing
2013,Nunavut,0.0,Household appliance manufacturing
2014,Nunavut,0.0,Household appliance manufacturing
2015,Nunavut,0.0,Household appliance manufacturing
2016,Nunavut,0.0,Household appliance manufacturing
2017,Nunavut,0.0,Household appliance manufacturing
2018,Nunavut,0.0,Household appliance manufacturing
2013,Nunavut,0.0,Motor vehicle manufacturing
2014,Nunavut,0.0,Motor vehicle manufacturing
2015,Nunavut,0.0,Motor vehicle manufacturing
2016,Nunavut,0.0,Motor vehicle manufacturing
2017,Nunavut,0.0,Motor vehicle manufacturing
2018,Nunavut,0.0,Motor vehicle manufacturing
2013,Nunavut,0.0,Motor vehicle body and trailer manufacturing
2014,Nunavut,0.0,Motor vehicle body and trailer manufacturing
2015,Nunavut,0.0,Motor vehicle body and trailer manufacturing
2016,Nunavut,0.0,Motor vehicle body and trailer manufacturing
2017,Nunavut,0.0,Motor vehicle body and trailer manufacturing
2018,Nunavut,0.0,Motor vehicle body and trailer manufacturing
2013,Nunavut,0.0,Motor vehicle parts manufacturing
2014,Nunavut,0.0,Motor vehicle parts manufacturing
2015,Nunavut,0.0,Motor vehicle parts manufacturing
2016,Nunavut,0.0,Motor vehicle parts manufacturing
2017,Nunavut,0.0,Motor vehicle parts manufacturing
2018,Nunavut,0.0,Motor vehicle parts manufacturing
2013,Nunavut,0.0,Aerospace product and parts manufacturing
2014,Nunavut,0.0,Aerospace product and parts manufacturing
2015,Nunavut,0.0,Aerospace product and parts manufacturing
2016,Nunavut,0.0,Aerospace product and parts manufacturing
2017,Nunavut,0.0,Aerospace product and parts manufacturing
2018,Nunavut,0.0,Aerospace product and parts manufacturing
2013,Nunavut,0.0,Railroad rolling stock manufacturing
2014,Nunavut,0.0,Railroad rolling stock manufacturing
2015,Nunavut,0.0,Railroad rolling stock manufacturing
2016,Nunavut,0.0,Railroad rolling stock manufacturing
2017,Nunavut,0.0,Railroad rolling stock manufacturing
2018,Nunavut,0.0,Railroad rolling stock manufacturing
2019,Nunavut,0.0,Railroad rolling stock manufacturing
2020,Nunavut,0.0,Railroad rolling stock manufacturing
2021,Nunavut,0.0,Railroad rolling stock manufacturing
2022,Nunavut,0.0,Railroad rolling stock manufacturing
2023,Nunavut,0.0,Railroad rolling stock manufacturing
2013,Nunavut,0.0,Ship and boat building
2014,Nunavut,0.0,Ship and boat building
2015,Nunavut,0.0,Ship and boat building
2016,Nunavut,0.0,Ship and boat building
2017,Nunavut,0.0,Ship and boat building
2018,Nunavut,0.0,Ship and boat building
2013,Nunavut,0.0,Other transportation equipment manufacturing
2014,Nunavut,0.0,Other transportation equipment manufacturing
2015,Nunavut,0.0,Other transportation equipment manufacturing
2016,Nunavut,0.0,Other transportation equipment manufacturing
2017,Nunavut,0.0,Other transportation equipment manufacturing
2018,Nunavut,0.0,Other transportation equipment manufacturing
