Year,Provinces,Emissions,Sectors
2014,British Columbia,10,"Pesticide, fertilizer and other agricultural chemical manufacturing [BS32530]"
2015,British Columbia,9,"Pesticide, fertilizer and other agricultural chemical manufacturing [BS32530]"
2016,British Columbia,18,"Pesticide, fertilizer and other agricultural chemical manufacturing [BS32530]"
2017,British Columbia,22,"Pesticide, fertilizer and other agricultural chemical manufacturing [BS32530]"
2018,British Columbia,15,"Pesticide, fertilizer and other agricultural chemical manufacturing [BS32530]"
2019,British Columbia,9,"Pesticide, fertilizer and other agricultural chemical manufacturing [BS32530]"
2020,British Columbia,10,"Pesticide, fertilizer and other agricultural chemical manufacturing [BS32530]"
2021,British Columbia,13,"Pesticide, fertilizer and other agricultural chemical manufacturing [BS32530]"
2022,British Columbia,8,"Pesticide, fertilizer and other agricultural chemical manufacturing [BS32530]"
2023,British Columbia,8,"Pesticide, fertilizer and other agricultural chemical manufacturing [BS32530]"
2013,British Columbia,3,Pharmaceutical and medicine manufacturing [BS32540]
2014,British Columbia,6,Pharmaceutical and medicine manufacturing [BS32540]
2015,British Columbia,19,Pharmaceutical and medicine manufacturing [BS32540]
2016,British Columbia,16,Pharmaceutical and medicine manufacturing [BS32540]
2017,British Columbia,3,Pharmaceutical and medicine manufacturing [BS32540]
2018,British Columbia,4,Pharmaceutical and medicine manufacturing [BS32540]
2019,British Columbia,5,Pharmaceutical and medicine manufacturing [BS32540]
2020,British Columbia,5,Pharmaceutical and medicine manufacturing [BS32540]
2021,British Columbia,5,Pharmaceutical and medicine manufacturing [BS32540]
2022,British Columbia,5,Pharmaceutical and medicine manufacturing [BS32540]
2023,British Columbia,5,Pharmaceutical and medicine manufacturing [BS32540]
2013,British Columbia,29,Miscellaneous chemical product manufacturing [BS325C0]
2014,British Columbia,26,Miscellaneous chemical product manufacturing [BS325C0]
2015,British Columbia,28,Miscellaneous chemical product manufacturing [BS325C0]
2016,British Columbia,44,Miscellaneous chemical product manufacturing [BS325C0]
2017,British Columbia,41,Miscellaneous chemical product manufacturing [BS325C0]
2018,British Columbia,36,Miscellaneous chemical product manufacturing [BS325C0]
2019,British Columbia,43,Miscellaneous chemical product manufacturing [BS325C0]
2020,British Columbia,39,Miscellaneous chemical product manufacturing [BS325C0]
2021,British Columbia,48,Miscellaneous chemical product manufacturing [BS325C0]
2022,British Columbia,44,Miscellaneous chemical product manufacturing [BS325C0]
2023,British Columbia,47,Miscellaneous chemical product manufacturing [BS325C0]
2013,British Columbia,56,Plastic product manufacturing [BS32610]
2014,British Columbia,47,Plastic product manufacturing [BS32610]
2015,British Columbia,53,Plastic product manufacturing [BS32610]
2016,British Columbia,66,Plastic product manufacturing [BS32610]
2017,British Columbia,63,Plastic product manufacturing [BS32610]
2018,British Columbia,55,Plastic product manufacturing [BS32610]
2019,British Columbia,61,Plastic product manufacturing [BS32610]
2020,British Columbia,46,Plastic product manufacturing [BS32610]
2021,British Columbia,43,Plastic product manufacturing [BS32610]
2022,British Columbia,47,Plastic product manufacturing [BS32610]
2023,British Columbia,55,Plastic product manufacturing [BS32610]
2013,British Columbia,14,Rubber product manufacturing [BS32620]
2014,British Columbia,19,Rubber product manufacturing [BS32620]
2015,British Columbia,17,Rubber product manufacturing [BS32620]
2016,British Columbia,21,Rubber product manufacturing [BS32620]
2017,British Columbia,12,Rubber product manufacturing [BS32620]
2018,British Columbia,10,Rubber product manufacturing [BS32620]
2019,British Columbia,12,Rubber product manufacturing [BS32620]
2020,British Columbia,11,Rubber product manufacturing [BS32620]
2021,British Columbia,9,Rubber product manufacturing [BS32620]
2022,British Columbia,11,Rubber product manufacturing [BS32620]
2023,British Columbia,12,Rubber product manufacturing [BS32620]
2013,British Columbia,254,Non-metallic mineral product manufacturing (except cement and concrete products) [BS327A0]
2014,British Columbia,272,Non-metallic mineral product manufacturing (except cement and concrete products) [BS327A0]
2015,British Columbia,302,Non-metallic mineral product manufacturing (except cement and concrete products) [BS327A0]
2016,British Columbia,189,Non-metallic mineral product manufacturing (except cement and concrete products) [BS327A0]
2017,British Columbia,188,Non-metallic mineral product manufacturing (except cement and concrete products) [BS327A0]
2018,British Columbia,164,Non-metallic mineral product manufacturing (except cement and concrete products) [BS327A0]
2019,British Columbia,158,Non-metallic mineral product manufacturing (except cement and concrete products) [BS327A0]
2020,British Columbia,160,Non-metallic mineral product manufacturing (except cement and concrete products) [BS327A0]
2021,British Columbia,167,Non-metallic mineral product manufacturing (except cement and concrete products) [BS327A0]
2022,British Columbia,167,Non-metallic mineral product manufacturing (except cement and concrete products) [BS327A0]
2023,British Columbia,165,Non-metallic mineral product manufacturing (except cement and concrete products) [BS327A0]
2013,British Columbia,1464,Cement and concrete product manufacturing [BS32730]
2014,British Columbia,1749,Cement and concrete product manufacturing [BS32730]
2015,British Columbia,1901,Cement and concrete product manufacturing [BS32730]
2016,British Columbia,2071,Cement and concrete product manufacturing [BS32730]
2017,British Columbia,2162,Cement and concrete product manufacturing [BS32730]
2018,British Columbia,2233,Cement and concrete product manufacturing [BS32730]
2019,British Columbia,1669,Cement and concrete product manufacturing [BS32730]
2020,British Columbia,1156,Cement and concrete product manufacturing [BS32730]
2021,British Columbia,1463,Cement and concrete product manufacturing [BS32730]
2022,British Columbia,1489,Cement and concrete product manufacturing [BS32730]
2023,British Columbia,1615,Cement and concrete product manufacturing [BS32730]
2013,British Columbia,777,Primary metal manufacturing [BS33100]
2014,British Columbia,713,Primary metal manufacturing [BS33100]
2015,British Columbia,649,Primary metal manufacturing [BS33100]
2016,British Columbia,1163,Primary metal manufacturing [BS33100]
2017,British Columbia,1193,Primary metal manufacturing [BS33100]
2018,British Columbia,1148,Primary metal manufacturing [BS33100]
2019,British Columbia,1147,Primary metal manufacturing [BS33100]
2020,British Columbia,1042,Primary metal manufacturing [BS33100]
2021,British Columbia,908,Primary metal manufacturing [BS33100]
2022,British Columbia,641,Primary metal manufacturing [BS33100]
2023,British Columbia,1073,Primary metal manufacturing [BS33100]
2013,British Columbia,102,Fabricated metal product manufacturing [BS33200]
2014,British Columbia,106,Fabricated metal product manufacturing [BS33200]
2015,British Columbia,141,Fabricated metal product manufacturing [BS33200]
2016,British Columbia,148,Fabricated metal product manufacturing [BS33200]
2017,British Columbia,119,Fabricated metal product manufacturing [BS33200]
2018,British Columbia,122,Fabricated metal product manufacturing [BS33200]
2019,British Columbia,157,Fabricated metal product manufacturing [BS33200]
2020,British Columbia,139,Fabricated metal product manufacturing [BS33200]
2021,British Columbia,109,Fabricated metal product manufacturing [BS33200]
2022,British Columbia,98,Fabricated metal product manufacturing [BS33200]
2023,British Columbia,105,Fabricated metal product manufacturing [BS33200]
2013,British Columbia,66,Machinery manufacturing [BS33300]
2014,British Columbia,48,Machinery manufacturing [BS33300]
2015,British Columbia,56,Machinery manufacturing [BS33300]
2016,British Columbia,67,Machinery manufacturing [BS33300]
2017,British Columbia,61,Machinery manufacturing [BS33300]
2018,British Columbia,49,Machinery manufacturing [BS33300]
2019,British Columbia,57,Machinery manufacturing [BS33300]
2020,British Columbia,44,Machinery manufacturing [BS33300]
2021,British Columbia,46,Machinery manufacturing [BS33300]
2022,British Columbia,52,Machinery manufacturing [BS33300]
2023,British Columbia,55,Machinery manufacturing [BS33300]
2013,British Columbia,2,Computer and peripheral equipment manufacturing [BS33410]
2014,British Columbia,2,Computer and peripheral equipment manufacturing [BS33410]
2015,British Columbia,2,Computer and peripheral equipment manufacturing [BS33410]
2016,British Columbia,3,Computer and peripheral equipment manufacturing [BS33410]
2017,British Columbia,1,Computer and peripheral equipment manufacturing [BS33410]
2019,British Columbia,1,Computer and peripheral equipment manufacturing [BS33410]
2020,British Columbia,1,Computer and peripheral equipment manufacturing [BS33410]
2021,British Columbia,1,Computer and peripheral equipment manufacturing [BS33410]
2013,British Columbia,10,Electronic product manufacturing [BS334B0]
2014,British Columbia,7,Electronic product manufacturing [BS334B0]
2015,British Columbia,21,Electronic product manufacturing [BS334B0]
2016,British Columbia,21,Electronic product manufacturing [BS334B0]
2017,British Columbia,6,Electronic product manufacturing [BS334B0]
2018,British Columbia,6,Electronic product manufacturing [BS334B0]
2019,British Columbia,7,Electronic product manufacturing [BS334B0]
2020,British Columbia,6,Electronic product manufacturing [BS334B0]
2021,British Columbia,7,Electronic product manufacturing [BS334B0]
2022,British Columbia,11,Computer and electronic product manufacturing [BS33400]
2023,British Columbia,12,Computer and electronic product manufacturing [BS33400]
2013,British Columbia,16,Electrical  equipment and component manufacturing [BS335A0]
2014,British Columbia,14,Electrical  equipment and component manufacturing [BS335A0]
2015,British Columbia,16,Electrical  equipment and component manufacturing [BS335A0]
2016,British Columbia,21,Electrical  equipment and component manufacturing [BS335A0]
2017,British Columbia,14,Electrical  equipment and component manufacturing [BS335A0]
2018,British Columbia,18,Electrical  equipment and component manufacturing [BS335A0]
2019,British Columbia,22,Electrical  equipment and component manufacturing [BS335A0]
2020,British Columbia,17,Electrical  equipment and component manufacturing [BS335A0]
2021,British Columbia,14,Electrical  equipment and component manufacturing [BS335A0]
2013,British Columbia,1,Household appliance manufacturing [BS33520]
2014,British Columbia,1,Household appliance manufacturing [BS33520]
2015,British Columbia,1,Household appliance manufacturing [BS33520]
2016,British Columbia,1,Household appliance manufacturing [BS33520]
2017,British Columbia,1,Household appliance manufacturing [BS33520]
2019,British Columbia,1,Household appliance manufacturing [BS33520]
2020,British Columbia,1,Household appliance manufacturing [BS33520]
2021,British Columbia,1,Household appliance manufacturing [BS33520]
2022,British Columbia,18,"Electrical equipment, appliance and component manufacturing [BS33500]"
2023,British Columbia,20,"Electrical equipment, appliance and component manufacturing [BS33500]"
2013,British Columbia,14,Motor vehicle manufacturing [BS33610]
2014,British Columbia,15,Motor vehicle manufacturing [BS33610]
